case_id,method,simple_steps,rho_residual,rho_u,rho_p,rho_phi,rel_u,rel_p
topology_0290,teacher_k20,0,0.6189565973507528,0.6188266237683528,0.01268377444057443,3.139146293070024e-05,0.4589350905125553,0.6020600453393694
topology_0290,teacher_k20,5,0.4260444010714261,0.4259375613802783,0.009540699837133269,2.3159221975831413e-05,0.4222010171410047,0.6028984442608399
topology_0290,teacher_k20,10,0.3249407218822197,0.32484431269951697,0.007914852710656615,1.872658845234862e-05,0.3954988462496191,0.6032050515595708
topology_0290,teacher_k20,15,0.26268915048784097,0.2626012895182436,0.006793545952578082,1.614835469120002e-05,0.37539141108728064,0.6029177725895929
topology_0290,teacher_k20,20,0.21795746721046744,0.2178762310611825,0.005950230819883392,1.4302667867319804e-05,0.35978684348159734,0.6015156753256526
topology_0290,teacher_k20,25,0.1846050258014703,0.18452910990384896,0.005293673885995847,1.288578507657905e-05,0.3473147504693357,0.5991125432984398
topology_0290,teacher_k20,30,0.15921676611753968,0.1591454775277966,0.004763974909049159,1.1766175042874207e-05,0.3370357972048269,0.5961634730951657
topology_0290,teacher_k20,35,0.1395296193481597,0.1394624415781042,0.0043291969983726706,1.0856586970684122e-05,0.3283257401266686,0.5929025384369798
topology_0290,teacher_k20,40,0.12407280913372006,0.12400941235950179,0.003965792549797721,1.0101264286404436e-05,0.32076220460255767,0.5894787976524299
topology_0290,teacher_k20,45,0.11178749048486118,0.11172764219695165,0.0036574456205548302,9.46285154570612e-06,0.3140538537802505,0.585976750245914
topology_0290,teacher_k20,50,0.10190675369089856,0.10185026557210652,0.003392605375087935,8.915030300342107e-06,0.30799734252778205,0.5824467534099805
topology_0290,teacher_k20,55,0.09386921128526493,0.09381591509164687,0.003162725346630723,8.438980632598419e-06,0.30244849492636106,0.5789213455377931
topology_0290,teacher_k20,60,0.08725409982337955,0.08720383146703901,0.0029613593370847575,8.020797802714123e-06,0.2973034312483701,0.5754207619723436
topology_0290,teacher_k20,65,0.0817432741001658,0.08169586661709337,0.002783555240131213,7.649971462477858e-06,0.2924860963920046,0.5719575715858373
topology_0290,teacher_k20,70,0.07709513651743127,0.07705041892436972,0.002625445611943052,7.318416716032743e-06,0.28793988462264836,0.5685393880177436
topology_0290,teacher_k20,75,0.07312566410302727,0.07308346327303608,0.002483968045233764,7.01981594755332e-06,0.28362196392885586,0.5651705805137003
topology_0290,teacher_k20,80,0.06969434790288387,0.06965449156887878,0.002356668907161613,6.749165178721598e-06,0.2794993953546235,0.5618534524495548
topology_0290,teacher_k20,85,0.06669355313118605,0.06665587304513497,0.00224155650639959,6.502446002135271e-06,0.2755464493766157,0.5585889555575578
topology_0290,teacher_k20,90,0.06404053354204793,0.06400486803441335,0.002136999030029615,6.276396372773495e-06,0.2717427241620916,0.5553771670474074
topology_0290,teacher_k20,95,0.06167133535420927,0.061637531187809284,0.0020416455663162907,6.068337720612158e-06,0.2680718130753884,0.5522176013936704
topology_0290,teacher_k20,100,0.0595362281099718,0.059504141645518115,0.001954366921737064,5.876047563494289e-06,0.2645203467274296,0.5491094142926143
topology_0290,teacher_k20,105,0.057596255705761434,0.05756575346606673,0.0018742109657415254,5.697664254961364e-06,0.26107729598802065,0.546051537839544
topology_0290,teacher_k20,110,0.05582065716015446,0.05579161593572866,0.0018003684269874344,5.531614542006888e-06,0.25773345783175305,0.5430427697618088
topology_0290,teacher_k20,115,0.05418493630591224,0.05415724293535199,0.0017321464169206204,5.3765586820659815e-06,0.2544810699557872,0.5400818334079591
topology_0290,teacher_k20,120,0.052669393106089105,0.052642944038225684,0.0016689475081600711,5.231347066396639e-06,0.25131351960829984,0.5371674182519839
topology_0290,teacher_k20,125,0.05125804272613833,0.05123274346827033,0.001610253045375458,5.09498624795029e-06,0.24822512065799965,0.5342982061786467
topology_0290,teacher_k20,130,0.04993778990415551,0.049913554384575905,0.0015556106654015854,4.9666132590605094e-06,0.2452109405867909,0.5314728901406767
topology_0290,teacher_k20,135,0.04869781016917166,0.048674560070345804,0.001504624123278445,4.8454747227122726e-06,0.24226666510736555,0.5286901861111292
topology_0290,teacher_k20,140,0.04752907541153544,0.04750673951985129,0.0014569445037179362,4.730909824885134e-06,0.2393884912123066,0.5259488407051612
topology_0290,teacher_k20,145,0.046423991139774655,0.046402504725981696,0.0014122631253178012,4.622335990330919e-06,0.23657304170996998,0.5232476362865596
topology_0290,teacher_k20,150,0.045376118704804784,0.04535542291755005,0.0013703066296253039,4.51923842806578e-06,0.23381729663896245,0.5205853938395634
topology_0290,teacher_k20,155,0.04437995461800241,0.04435999592951438,0.001330831876219496,4.421160391393152e-06,0.23111853772777488,0.5179609746189909
topology_0290,teacher_k20,160,0.04343076374003055,0.04341149343525438,0.0012936220600588179,4.327695441317068e-06,0.22847430353799253,0.5153732808148053
topology_0290,teacher_k20,165,0.042524445822844203,0.0425058195316739,0.001258483419064478,4.2384809689591316e-06,0.2258823522224043,0.5128212554202018
topology_0290,teacher_k20,170,0.04165742855956963,0.041639405833689594,0.0012252423286590085,4.153192397054369e-06,0.22334063093143364,0.5103038815173201
topology_0290,teacher_k20,175,0.04082658066639582,0.04080912459435553,0.0011937429265408688,4.071538511486171e-06,0.22084725046264767,0.5078201813982873
topology_0290,teacher_k20,180,0.04002914382476202,0.04001222068084541,0.0011638451721360894,3.993257676934203e-06,0.21840046417602976,0.5053692155541734
topology_0290,teacher_k20,185,0.03926268126610349,0.03924626019910356,0.001135422932776606,3.918114178334076e-06,0.21599865029783807,0.5029500813954179
topology_0290,teacher_k20,190,0.038525026442941285,0.03850907919326821,0.001108362452004223,3.845895162340693e-06,0.21364029575364446,0.5005619125573956
topology_0290,teacher_k20,195,0.03781422341812137,0.03779872405436569,0.001082560998862605,3.776407847981654e-06,0.21132398637967661,0.49820387595504234
topology_0290,teacher_k20,200,0.037128536776254245,0.037113461474576746,0.0010579256876298152,3.709477846696236e-06,0.20904839553422558,0.4958751709324754
topology_0290,teacher_k20,205,0.03646640341377224,0.03645173025437554,0.0010343723278337202,3.6449465378799437e-06,0.20681227388295734,0.4935750285779336
topology_0290,teacher_k20,210,0.03582641022642995,0.03581211900785369,0.0010118246114059009,3.5826695870549664e-06,0.2046144418530189,0.4913027097924298
topology_0290,teacher_k20,215,0.03520727530377819,0.03519334737818045,0.0009902132228135992,3.522515334360923e-06,0.2024537830316455,0.48905750405138926
topology_0290,teacher_k20,220,0.03460783301642038,0.03459425114083644,0.0009694751649006732,3.4643635352542177e-06,0.2003292384105708,0.4868387281237875
topology_0290,teacher_k20,225,0.03402701978150531,0.034013767985349525,0.0009495530709721841,3.408104091896073e-06,0.19823980137837285,0.48464572480777757
topology_0290,teacher_k20,230,0.033463863326854255,0.03345092678966628,0.0009303947677690702,3.3536362335337193e-06,0.19618451328742592,0.48247786159010897
topology_0290,teacher_k20,235,0.03291746485501793,0.03290482980383984,0.0009119523923709034,3.3008669672733944e-06,0.1941624596479201,0.48033452958051104
topology_0290,teacher_k20,240,0.03238698691974526,0.03237464054741054,0.0008941815280418901,3.249710803694224e-06,0.19217276817344298,0.47821514129353754
topology_0290,teacher_k20,245,0.03187171025131133,0.03185964060736645,0.0008770430276931515,3.2000883676601986e-06,0.1902146027130392,0.47611913075892187
topology_0290,teacher_k20,250,0.03137091984413535,0.03135911575148705,0.0008605005620901053,3.151927150502752e-06,0.18828716136226528,0.47404595470427124
topology_0290,teacher_k20,255,0.030883958633699367,0.030872409636216788,0.0008445202778292702,3.1051598578208684e-06,0.18638967581643226,0.4719950887964349
topology_0290,teacher_k20,260,0.030410205938707857,0.030398902231638047,0.0008290711573951779,3.0597237173371433e-06,0.18452140963251618,0.4699660267428362
topology_0290,teacher_k20,265,0.029949123079275396,0.029938055466879696,0.0008141246747374972,3.0155605108244143e-06,0.18268165466631275,0.467958279112374
topology_0290,teacher_k20,270,0.029500181266624854,0.029489341100093394,0.0007996545564319162,2.972615853774641e-06,0.180869728220293,0.4659713737777382
topology_0290,teacher_k20,275,0.029062885429244532,0.029052264559948335,0.0007856365714158561,2.9308390712547358e-06,0.17908497333450177,0.4640048555756158
topology_0290,teacher_k20,280,0.028636772435797975,0.028626363174271724,0.0007720483153418885,2.8901828131405487e-06,0.17732675734574666,0.4620582843494637
topology_0290,teacher_k20,285,0.028221410558484577,0.028211205641097626,0.0007588689348703467,2.8506026405379995e-06,0.17559447026402958,0.46013123440773507
topology_0290,teacher_k20,290,0.0278163924226411,0.027806384974756366,0.0007460791769946817,2.81205695668479e-06,0.17388752344888173,0.45822329414977114
topology_0290,teacher_k20,295,0.027421334333067905,0.027411517839032052,0.0007336611400562409,2.774506659389452e-06,0.17220534859640035,0.45633406533239684
topology_0290,teacher_k20,300,0.02703587395443209,0.027026242231380452,0.0007215981114929739,2.737914836314163e-06,0.17054739671971975,0.4544631624957791
topology_0290,teacher_k20,305,0.02665966897707242,0.0266502161489958,0.0007098745500044837,2.7022467488029477e-06,0.16891313718085488,0.4526102124239927
topology_0290,teacher_k20,310,0.02629239563118209,0.02628311610671633,0.0006984759352174757,2.6674695723492736e-06,0.1673020568184878,0.450774853617344
topology_0290,teacher_k20,315,0.02593374701842667,0.025924635470208894,0.0006873886942214808,2.6335522493406233e-06,0.16571365907830277,0.4489567358056926
topology_0290,teacher_k20,320,0.025583431909306655,0.02557448325542819,0.0006766001134593864,2.6004653572262683e-06,0.1641474632769048,0.44715551941104353
topology_0290,teacher_k20,325,0.025241173295697895,0.025232382682632885,0.0006660982698271522,2.5681809416334274e-06,0.16260300386225182,0.44537087528807145
topology_0290,teacher_k20,330,0.02490670842886214,0.024898071211361353,0.0006558721518882156,2.5366727719644764e-06,0.1610798297893562,0.44360248408432007
topology_0290,teacher_k20,335,0.024579786385908173,0.024571298124735606,0.0006459109556514413,2.5059152487425784e-06,0.15957750383879732,0.441850035854136
topology_0290,teacher_k20,340,0.024260167506118424,0.024251823947017293,0.0006362047923423746,2.4758843407608446e-06,0.15809560203064785,0.4401132296908361
topology_0290,teacher_k20,345,0.02394762294131067,0.02393942000381806,0.0006267443133710207,2.4465571281325542e-06,0.1566337130911292,0.4383917735421074
topology_0290,teacher_k20,350,0.023641934785067084,0.02363386855214537,0.0006175206838496733,2.4179117128699976e-06,0.15519143796186366,0.4366853837072584
topology_0290,teacher_k20,355,0.023342894224346097,0.023334960929970765,0.0006085256395553011,2.3899271846504672e-06,0.1537683892289711,0.4349937844899009
topology_0290,teacher_k20,360,0.02305030248220636,0.02304249851122511,0.0005997510313425232,2.3625834815636e-06,0.15236419064261794,0.43331670794685656
