split,topology_id,pressure_mean,pressure_std,pressure_min,pressure_max,pressure_drop
train,topology_0220,15.858143784671508,9.340202769403135,0.12739905985248431,49.0781452931827,48.950746233330214
train,topology_0221,10.244478974082373,5.059031812046913,-0.3230606899045331,30.99554264239528,31.318603332299812
train,topology_0222,12.407196278098816,4.507475716160914,0.3566537303841828,35.59322960232686,35.23657587194268
train,topology_0223,24.103920674594633,15.215844236696997,-0.10184810000313761,62.27372686688647,62.37557496688961
train,topology_0224,21.89956434066923,12.751659436061766,0.08330055857497652,54.69571099322739,54.61241043465241
train,topology_0225,19.96644978871464,8.422295577035412,0.45468013886219505,46.402217123289795,45.9475369844276
train,topology_0226,17.86755242983923,9.886495821804232,0.1540887691190991,43.602363808331006,43.44827503921191
train,topology_0227,4.458338092593286,2.095214496069009,0.01917485884156624,21.456487930978923,21.437313072137357
train,topology_0228,9.029310254091596,6.873722551241364,-0.06410736085829893,33.22081961222603,33.28492697308433
train,topology_0229,11.033080131850918,7.218513344107758,-0.21286951125187867,38.06120801186248,38.274077523114364
train,topology_0230,23.330608038071915,14.882134866758303,0.03193824181085737,58.39544713646278,58.36350889465192
train,topology_0231,21.849919098241827,12.683642675239184,0.16290284231967647,53.75309694522557,53.5901941029059
train,topology_0232,15.87161892829303,8.069698584728348,0.1941696323141469,41.01994281607732,40.82577318376317
train,topology_0233,12.805066022582364,8.440239850744252,0.016929872243160216,48.996024831295024,48.979094959051864
train,topology_0234,19.662120390923544,8.425599142690643,0.4567389338080972,51.3067760855652,50.8500371517571
train,topology_0235,10.790021631103345,7.248325793738602,0.025998171960416646,34.09242985003481,34.066431678074395
train,topology_0236,15.819748779512558,6.152036134782348,0.3945285731977362,40.502234736963295,40.107706163765556
train,topology_0237,9.657940956565666,5.421728641523605,0.25074280260709536,34.36270878029422,34.11196597768713
train,topology_0238,14.13296979779941,8.968178465806439,0.20431049279087043,48.766744817274265,48.5624343244834
train,topology_0239,20.74112040551334,9.839370729477759,0.026965261330173046,48.62052142634094,48.59355616501077
train,topology_0240,9.737845302039121,7.157238496144426,-0.4518270678839752,36.931170589309254,37.38299765719323
train,topology_0241,10.321644237392245,6.426604316576324,-0.24579377185842524,36.795765817016395,37.04155958887482
train,topology_0242,9.957521315733338,8.337212843157356,-0.3445793824527022,44.17610816419828,44.52068754665098
train,topology_0243,9.986742558532162,5.068998471977691,0.1590214704155153,31.275792630959177,31.116771160543664
train,topology_0244,7.81668051658696,5.957113825764001,0.24067997865554142,34.322423528257865,34.08174354960232
train,topology_0245,17.043558699986924,9.785822273266081,0.19211961294772145,52.1351695581852,51.943049945237476
train,topology_0246,4.988238907666994,2.7462527207505607,-0.417091156034238,24.652185453045316,25.069276609079555
train,topology_0247,12.398988151488606,9.963805484903832,-0.16417795292379336,45.75110000122937,45.91527795415316
train,topology_0248,19.185533206839423,13.141480230604557,-0.35409934278279753,59.4207187769267,59.774818119709494
train,topology_0249,19.349427995110034,9.453933239574395,0.30264075246894817,53.31375343466932,53.01111268220038
train,topology_0250,17.420761312466276,7.520466112019014,0.38994288984054293,50.785992246829515,50.396049356988975
train,topology_0251,14.429039551734524,5.732288421457227,0.29702211397769684,42.83092463671231,42.533902522734614
train,topology_0252,11.40656223067691,9.283673427659773,0.1911865384509051,46.48099724959182,46.289810711140916
train,topology_0253,7.108946781267875,5.569482328098479,0.19024079802908392,33.57104091239583,33.38080011436674
train,topology_0254,18.69816631845449,7.303782716271844,0.5089897182419496,44.7165527281323,44.20756300989035
train,topology_0255,14.582651631478836,8.640215006296163,-0.10021920966486869,42.79711009360084,42.897329303265714
train,topology_0256,14.965865413628851,6.699685840433794,0.46516036361343216,42.32848287381913,41.86332251020569
